file,provider,tic_score,scoutPrime_Ref_ID,classification,sources
./ToProcess/FW Logs Nola.csv,88.214.207.207,['DshieldDailySources'],15,1490472911,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,13.107.42.11,['DshieldDailySources'],22,225126923,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,104.254.149.69,['DshieldDailySources'],16,1761514821,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,172.217.29.99,['DshieldDailySources'],21,2899909987,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,69.16.175.10,['DshieldDailySources'],30,1158721290,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,34.202.39.189,['DshieldDailySources'],22,583673789,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,204.79.197.219,['DshieldDailySources'],23,3427780059,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,66.225.223.63,['DshieldDailySources'],23,1122099007,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,3.218.90.66,['DshieldDailySources'],23,64641602,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,204.79.197.200,['DshieldDailySources'],29,3427780040,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,34.203.170.156,['DshieldDailySources'],24,583772828,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,4.14.22.130,['Shodan Inferred Vulnerability'],30,68032130,['Vulnerable Service'],['Vulnerable Port 161 - SNMP'],
./ToProcess/FW Logs Nola.csv,172.217.6.142,['DshieldDailySources'],29,2899904142,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,66.225.223.95,['DshieldDailySources'],22,1122099039,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,69.162.160.32,['DshieldDailySources'],17,1168285728,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,52.45.33.138,['DshieldDailySources'],23,875372938,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,52.96.121.146,['DshieldDailySources'],15,878737810,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,104.244.36.20,['DshieldDailySources'],30,1760830484,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,45.35.192.162,['DshieldDailySources'],27,757317794,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,63.251.109.127,['Shodan Inferred Vulnerability'],22,1073442175,['Vulnerable Service'],['Expired SSL Certificate'],
./ToProcess/FW Logs Nola.csv,17.57.144.85,['DshieldDailySources'],30,288985173,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,51.140.157.153,['DshieldDailySources'],21,864853401,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,172.217.9.130,['DshieldDailySources'],27,2899904898,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,3.230.217.116,['DshieldDailySources'],31,65460596,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,69.171.250.35,['DshieldDailySources'],31,1168898595,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,151.101.192.134,['DshieldDailySources'],20,2540028038,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,104.19.134.78,['DshieldDailySources'],17,1746110030,['Malicious'],['Daily Sources'],
./ToProcess/FW Logs Nola.csv,76.13.32.147,['DshieldDailySources'],22,1275928723,['Malicious'],['Daily Sources'],
